project,target,configuration,hash,code,status,start,end
order,prisma-migrate,,13467104784468754800,0,success,1727346141414,1727346192884
order,build,production,7378709053050787552,1,failure,1727346201455,1727346211700
order,prisma-migrate,,18306234427847133326,0,success,1727346223531,1727346261049
order,build,production,7378709053050787552,1,failure,1727346274327,1727346279069
